Antenna Offset from Bow,Antenna Offset from Port,Beam,Builder,Call Sign,Cargo Type,Class Society,COG,Beneficial Owner,Deadweight,Destination,Design Draft,Draft Present Load,ETA,Fishing Number,Flag,Gross Tonnage,Heading,IMO Number,Last Port of Call,Latitude,Length,Longitude,MMSI,Name,Navigation Status,Official Number,Operator,Registered Owner,P And I Club,Port Of Registry,Propulsion Type,Sat Com,Sat Com Ansbk Code,Ship Type,Speed,Status,Sub Status,Subtype,Time of Fix (formatted),Time of Fix (s since 1970),Vessel Type,Year Built,Design Speed,Double Hull
114,6,22,Fukuoka Shipbuilding - Fukuoka,3FGA9,0-AllShips,Nippon Kaiji Kyokai,165.5,Japan,10947,Jp Ukb,9.014,7.6,11160645,null,Panama,9340,164,9197052,DAVAO,6.806875,146,125.932703,357322000,Vega,0-Underway(Engine),2629199CH,Shinsei Kaiun Co Ltd,Shinsei Kaiun Co Ltd,Japan P&I Club,Panama,Propeller : Fixed Pitch,427310370,UAEA,null,18.7,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:16:52.000Z""",1668183412,7-Cargo,04/12/1998,22.6,null
null,null,null,null,null,null,null,331.9,null,null,null,null,null,null,null,null,null,331.9,null,null,22.579503,null,120.263532,667006043,null,4-ConstrainedByDraft,null,null,null,null,null,null,null,null,null,0.5,null,null,null,"""2022-04-02T01:12:30.000Z""",1648861950,null,null,null,null
17,3,6,null,YEB5046,0-AllShips,null,0,null,null,,null,0,0,null,null,null,0,0,BENOA,-8.74233,28,115.20539,525300994,Pulau Mas - 163,15-NotDefined,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-09-20T09:20:19.000Z""",1663665619,30-Fishing,null,null,null
153,12,25,Danyard A/S,C6LU4,9-NoInfo,Lloyd's Register,57.5,United States of America,14140,Nl Vli,9.2,9,11171300,null,Bahamas,14061,53,9059640,SANTA MARTA,34.118747,180,-52.332437,308512000,Hood Island,0-Underway(Engine),723214,Ecuadorian Line Inc,Grupo Noboa Inc,Standard Club,Nassau                                ,Propeller : Fixed Pitch,430800348,HOOD,null,18.2,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:25:48.000Z""",1668183948,7-Cargo,1993-11-00,21.4,null
110,12,23,null,,9-NoInfo,null,0.1,null,null,Mersin,null,8.2,6140130,null,null,null,162,8802014,MERSIN,36.749757,153,34.626475,636009381,Horncap,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-06-19T08:17:50.000Z""",1624090670,9-Other,null,null,null
55,7,12,Sieghold Werft,HP7703,0-AllShips,null,101.2,Panama,1550,Sharjah>uae::.)  ;,4.988,5,11010200,null,Panama,1305,101.2,8223050,BOOSAASO,25.609282,71,54.832603,356261000,Al Huda1,8-Underway(Sailing),4663815B,Yaqoob Shipping & Trading Co,  Unknown,Unknown,Panama,Propeller : Controllable Pitch,null,null,null,8.7,S,In Service/Commission,Oil Products Tanker,"""2022-10-31T21:19:06.000Z""",1667251146,8-Tanker,12/07/1983,8,DH
72,8,16,null,D5NT7,9-NoInfo,null,0,null,null,Alang,null,5.2,3111200,null,null,null,0,8202226,LOWESTOFT,21.753313,92,72.17046,636018009,Reina,3-ResManoeuvre,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2020-09-11T14:21:59.000Z""",1599834119,7-Cargo,null,null,null
279,24,60,IHI - Kure,3FXE2,0-AllShips,Lloyd's Register,1.1,Thailand,298023,Tanjung Pelepas. My,20.428,0,5271200,null,Panama,149376,279,0,SANKT-PETERBURG,1.246268,329,103.529255,352785000,Fortune Star,5-Moored,5227121,Nathalin Shipping Pte Ltd,Prima Marine PCL,Gard,Panama,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,"FSO (Floating, Storage, Offloading)","""2022-11-11T16:25:14.000Z""",1668183914,8-Tanker,13/12/1998,11,DH
12,5,10,null,LJYR3,5-Reserved,null,250,null,null,Valparaiso,null,3.8,1270400,null,null,null,188,9204532,BAHIA DE VALPARAISO,-33.037428,46,-71.62302,259634000,Grip Arctic,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0.1,null,null,null,"""2020-01-29T13:41:30.000Z""",1580305290,7-Cargo,null,null,null
113,8,22,null,D5BX4,0-AllShips,null,347,null,null,Ruled,null,7.1,7050530,null,null,null,30,9189902,SANKT-PETERBURG,59.906805,144,30.222195,636015625,Baltic Hollyhock,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2020-07-06T08:05:14.000Z""",1594022714,7-Cargo,null,null,null
18,5,7,Astrakhanskaya,UBHW,0-AllShips,null,187.3,Russia,70,,2.1,2,0,null,Russia,190,158.3,9101936,ANAPA,44.899215,32,37.306548,273455510,Lev Shchegolev,5-Moored,921147,Rassvet JSC,  Unknown,Unknown,Temryuk,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:35:51.000Z""",1668184551,30-Fishing,null,10.2,SH
40,6,11,Zhejiang Jiaoshan Shiprepair,,0-AllShips,null,244.3,China,null,,null,0,0,null,"China, People's Republic Of",1296,247,0,null,42.166432,60,151.37518,412440254,Fu Yuan Yu Leng 19,15-NotDefined,3.5E+15,Fujian Wantong Fishery Co Ltd,Fujian Wantong Fishery Co Ltd,Unknown,"Fuzhou, Fujian",Propeller : Fixed Pitch,null,null,null,7,S,In Service/Commission,Fishing Support Vessel,"""2022-11-10T16:28:02.000Z""",1668097682,30-Fishing,null,0,null
110,4,18,Imabari Shbldg - Imabari,D7MY,0-AllShips,Korean Register,0,South Korea,7101,Phonpei Fsm,7.615,6,11110800,null,"Korea, South",5893,137,8807430,RABAUL,6.988372,137,158.15369,440214000,Sein Queen,1-AtAnchor,JJR-141012,Sein Shipping Co Ltd,Sein Shipping Co Ltd,Korea Shipping Association,Jeju,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T15:14:31.000Z""",1668179671,7-Cargo,30/03/1988,17.6,null
29,9,17,Vard Braila SA,LDRX,0-AllShips,Det Norske Veritas,352.6,Norway,3000,Fishfarms,7.29,0,3211234,null,Norway,4048,262,9773600,BERGEN,60.058702,79,5.453735,259076000,Seihav,0-Underway(Engine),null,Seistar Holding AS,Seihav AS,Gard,Bergen,Propeller : Controllable Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:37:52.000Z""",1668184672,7-Cargo,26/04/2016,0,SH
67,5,15,Kanasashi - Shizuoka,HPLA,0-AllShips,Nippon Kaiji Kyokai,195.4,Taiwan,2401,23 C,4.975,5.9,11071115,null,Panama,2581,283,9109287,BANGKOK,13.668383,89,100.535817,354683000,Eita Maru,5-Moored,2973304C,Koo's Shipping Co SA,Koo's Shipping Co SA,MS Amlin Marine,Panama,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:38:46.000Z""",1668184726,7-Cargo,21/06/1994,13.7,null
0,0,0,Minaminippon Shbldg - Shitanoe,BZIR,0-AllShips,null,99.5,null,1983,Kao Hsiung,5.001,7,9141860,null,Chinese Taipei,993,96,790066300,PORT LOUIS,6.15056,0,95.164147,416001900,Yuan Tai No.8o6,5-Moored,null,Rptd Sold Undisclosed Interest,  Unknown,Unknown,null,Propeller : Fixed Pitch,1350243,BZIR,null,10.5,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:28:47.000Z""",1668184127,7-Cargo,02/04/1979,14,SH
106,5,20,Kanasashi - Shizuoka,UBRR7,0-AllShips,Russian Maritime Register,-1,Russia,5388,Rus Sso,7.57,6,11161400,null,Russia,7307,354,9061904,NAKHODKA,35.076795,134,129.004538,273433140,Crystal Amazonia,5-Moored,null,Far East Fleet LLC,  Unknown,Unknown,Vladivostok,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:24:20.000Z""",1668183860,7-Cargo,14/11/1992,18,null
226,31,48,Shanghai Waigaoqiao Shbldg,9HA4418,0-AllShips,Bureau Veritas,177,Greece,159638,Ae Dxb,17.218,6,10190330,null,Malta,82870,315,9787986,DUBAYY,25.25507,274,55.269652,249889000,Karekare,5-Moored,9787986,TMS Tankers Ltd,TMS Tankers Ltd,Gard,Valletta,Propeller : Fixed Pitch,null,null,Oil tanker,0,S,In Service/Commission,Crude Oil Tanker,"""2022-11-11T16:32:39.000Z""",1668184359,8-Tanker,30/12/2016,15,DH
2,1,2,null,0,0-AllShips,null,355.9,null,null,,null,0,0,null,null,null,355,0,KAVKAZ OIL TERMINAL,45.357833,5,36.613647,273311331,Vostok,15-NotDefined,null,null,null,null,null,null,null,null,null,0.7,null,null,null,"""2022-08-27T15:59:06.000Z""",1661615946,30-Fishing,null,null,null
128,19,24,Shikoku Dockyard,C6DN3,0-AllShips,Registro Italiano Navale,218.8,Sweden,10432,Pa Ctb,9.018,8.8,11241800,null,Bahamas,11438,216,9143099,SANKT-PETERBURG,54.64986,154,5.731028,311000724,Baltic Purple,0-Underway(Engine),null,Cool Carriers AB,  Unknown,Ingosstrakh Insurance,Nassau,Propeller : Fixed Pitch,null,null,null,17.3,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:32:14.000Z""",1668184334,7-Cargo,27/08/1996,21,null
80,11,16,Huanghai Shipbuilding Co Ltd,BZW3A,0-AllShips,null,12.8,China,null,Tarawa,null,6.8,11031200,null,"China, People's Republic Of",4400,89,9810604,TARAWA ATOLL,1.373827,115,172.948567,412371219,Kai Chuang 101,1-AtAnchor,2016FT200003,Shanghai Deep Sea Fisheries,Shanghai Fisheries Group Co,North of England,Shanghai,Propeller : Fixed Pitch,null,null,null,0.1,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:30:50.000Z""",1668184250,7-Cargo,12/04/2016,14,SH
158,9,32,STX Dalian Shipbuilding Co Ltd,3EPD3,0-AllShips,Registro Italiano Navale,227.5,United Arab Emirates,57700,Kingabdulla.saudi,13,11.6,11171300,null,Panama,33205,227,9449273,NOVOROSSIYSK,44.087127,190,36.809687,354570000,Diamond Star Ii,0-Underway(Engine),53751PEXT,Stellar Shipping Co LLC,Tradeline LLC,West of England,Panama,Propeller : Fixed Pitch,null,null,null,12.6,S,In Service/Commission,Bulk Carrier,"""2022-11-10T15:43:25.000Z""",1668095005,7-Cargo,26/12/2010,14.5,DBE
14,5,12,Detroit Chile SA,CB9953,0-AllShips,null,1,Chile,1049,Calbuco,3.2,3.5,11112000,null,Chile,853,0,9482794,PUERTO MONTT,-42.459247,57,-73.394852,725004340,Loki,0-Underway(Engine),3183,Detroit Chile SA,Detroit Chile SA,West of England,Valparaiso,Propeller : Fixed Pitch,null,null,null,9.7,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:08:45.000Z""",1668182925,7-Cargo,10/08/2007,0,SH
0,0,0,Kumar,YEA5533,0-AllShips,null,198.6,Indonesia,null,,null,0,0,null,Indonesia,142,198.6,0,JAKARTA,-6.094635,0,106.80181,525005533,Dwi Sukses Sejati,15-NotDefined,15.20.0001.02.51435,Mandiri Jaya Samudra PT,Mandiri Jaya Samudra PT,Unknown,Jakarta,Propeller : Fixed Pitch,null,null,null,0.5,S,In Service/Commission,Fish Carrier,"""2021-05-28T22:38:08.000Z""",1622241488,30-Fishing,null,0,null
40,5,11,Shanghai Shipyard,YYYY,0-AllShips,null,342.6,China,null,,null,0,0,GH 0542,"China, People's Republic Of",1195,342,0,null,36.732375,66,122.528365,412692990,Liaoyingyu36027,15-NotDefined,3.309E+15,Zhoushan Run Da Ocean Fish,  Unknown,Unknown,"Zhoushan, Zhejiang",Propeller : Fixed Pitch,null,null,null,10.1,S,In Service/Commission,Fishing Vessel,"""2021-01-12T08:02:28.000Z""",1610438548,7-Cargo,null,0,SH
120,6,20,null,3EJR7,0-AllShips,null,0,null,null,Busan_kr,null,5.8,8250200,null,null,null,70,9066485,null,35.054853,134,128.999585,357433000,Bao Reefer,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-08-29T05:21:21.000Z""",1661750481,7-Cargo,null,null,null
10,5,8,Aas Mekaniske Verksted AS,OW2038,0-AllShips,null,1.5,Faeroe Islands (Danish),430,Runavik,null,5.2,7192230,VN 700,Faeroe Islands,479,0,9139555,FUGLAFJORDUR,61.583738,40,-6.676352,231136000,Vesthav,5-Moored,null,Bakkafrost Harvest P/F,Bakkafrost P/F,Unknown,Kollafjordur                          ,Propeller : Fixed Pitch,null,null,null,9,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:33:42.000Z""",1668184422,7-Cargo,10/09/1996,0,SH
0,0,0,null,.1?X QD,4-HazCatD,null,320.6,null,null,,null,0,0,null,null,null,320.6,655789260,KAO-HSIUNG,29.874975,0,123.05252,280032331,L3ol3kn*'f8q]>3xd8.\,7-EngagedInFishing,null,null,null,null,null,null,null,null,null,0.3,null,null,null,"""2022-07-17T09:24:26.000Z""",1658049866,1-Reserved,null,null,null
null,null,null,null,null,null,null,330,null,null,null,null,null,null,null,null,null,213,null,null,-27.371265,null,153.171645,636012686,null,0-Underway(Engine),null,null,null,null,null,null,null,null,null,1.4,null,null,null,"""2022-06-10T12:04:23.000Z""",1654862663,null,null,null,null
65,4,12,null,3EKZ8,0-AllShips,null,155.8,null,null,Busan.hang,null,4.6,0,null,null,null,155.8,0,PUSAN,34.724662,81,129.443913,372886000,Chang Shun 1,6-Aground,null,null,null,null,null,null,null,null,null,0.8,null,null,null,"""2020-09-11T18:19:31.000Z""",1599848371,7-Cargo,null,null,null
30,11,19,null,A4DB4,0-AllShips,null,332,null,null,Oman,null,6.8,9300900,null,null,null,331,8607141,LAS PALMAS,18.3731,120,57.249363,461000141,Al Rahma,7-EngagedInFishing,null,null,null,null,null,null,null,null,null,9.8,null,null,null,"""2022-11-11T13:06:55.000Z""",1668172015,30-Fishing,null,null,null
6,3,7,Universal Iron Houma,WDF6633,0-AllShips,null,272.5,United States of America,null,Lord Rocks><ketchika,null,3,6140000,null,United States Of America,136,272.5,8870346,KETCHIKAN,55.428977,28,-132.03748,367476250,St.jude,0-Underway(Engine),518545,Leach PA,Leach PA,Unknown,"Ketchikan, AK",Propeller : Fixed Pitch,null,null,null,8.6,S,In Service/Commission,Supply Tender,"""2022-11-11T16:35:58.000Z""",1668184558,30-Fishing,null,0,SH
73,12,16,Kitanihon,DSRN5,0-AllShips,Korean Register,128,South Korea,4173,Vn_sgn>>pg_rab,6.713,5.2,11130700,null,"Korea, South",3498,130,8319029,POHNEPI HARBOR,-2.034663,99,148.606987,441923000,Sein Star,0-Underway(Engine),JJR-131023,Sein Shipping Co Ltd,Sein Shipping Co Ltd,Korea Shipping Association,Jeju,Propeller : Fixed Pitch,null,null,null,13.2,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:13:56.000Z""",1668183236,7-Cargo,12/11/1983,15.5,null
160,14,29,Guangzhou Shipyard Intl Co Ltd,H9YF,8-Reserved,Bureau Veritas,13.5,Turkey,38875,Sohar Oman,12.316,8.2,11161800,null,Panama,25507,16,9251456,MALE,4.385463,175,73.789288,355643000,Daphne I,0-Underway(Engine),52491PEXT,Imza Marin Denizcilik AS,  Unknown,West of England,Panama,Propeller : Fixed Pitch,null,null,null,12.4,S,In Service/Commission,Chemical/Oil Products Tanker,"""2022-11-10T05:58:24.000Z""",1668059904,8-Tanker,18/12/2002,13.5,DH
0,0,0,Niigata Engineering - Niigata,,0-AllShips,null,295,Japan,500,,3.73,0,0,null,Japan,292,230.1,0,KARATSU,33.35915,0,129.434018,431100732,Daiei Maru No.38,15-NotDefined,133438,Daiei Suisan KK,  Unknown,Unknown,"Hirado, Nagasaki",Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:20:48.000Z""",1668183648,30-Fishing,22/01/1992,0,SH
15,7,10,Bohaterow Westerplatte,UBDG7,0-AllShips,Russian Maritime Register,7.5,Russia,2229,Rvmmk,7.715,7,11080600,null,Russia,2395,188,8921949,MURMANSK,68.943402,50,33.028227,273348330,Lazurnyy,5-Moored,null,Iceberg-Nord Co Ltd,Iceberg-Nord Co Ltd,Unknown,Murmansk,Propeller : Controllable Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:30:36.000Z""",1668184236,30-Fishing,1989-08-00,12,SH
112,10,24,Hashihama Shbldg - Tadotsu,C6FC8,0-AllShips,Lloyd's Register,52.4,Sweden,14932,Ru Led,10,5.7,11121630,null,Bahamas,12348,53,8706777,KLAIPEDA,59.233383,144,22.177633,311001073,Ice Grace,0-Underway(Engine),7001401,Cool Carriers AB,  Unknown,Gard,Nassau,Propeller : Fixed Pitch,null,null,null,11.7,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:38:41.000Z""",1668184721,7-Cargo,08/01/1988,18.5,null
135,6,26,Shikoku Dockyard,9V9351,4-HazCatD,Nippon Kaiji Kyokai,85,Singapore,12955,My Pkg,9.72,9.1,11131000,null,Singapore,14022,91,9517915,ABIDJAN,5.820917,163,83.640167,566090000,Star Pride,0-Underway(Engine),396957,Star Reefers Pool Inc,Grace Ocean Pte Ltd,Japan P&I Club,Singapore,Propeller : Fixed Pitch,null,null,Other Cargo Ship,17.2,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-10T07:42:47.000Z""",1668066167,7-Cargo,06/10/2009,22,null
60,8,13,Ningbo Dajiang Shipbuilding,3EXM2,0-AllShips,Panama Maritime Documentation,81.7,Hong Kong,2700,Zhoushan,5.6,3,10021600,null,Panama,1997,91,9677595,ZHOUSHAN,29.880853,79,122.454373,352182000,Haijili,1-AtAnchor,53590PEXTF,Fortunate Ocean International,  Unknown,British Steamship,Panama,Propeller : Fixed Pitch,null,null,null,0.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-10T00:47:33.000Z""",1668041253,7-Cargo,23/03/2012,12,null
70,7,13,Huanghai Shipbuilding Co Ltd,BZ8UD,0-AllShips,null,229,China,null,,null,0,2460,null,"China, People's Republic Of",2332,229,0,KEPPEL - (EAST SINGAPORE),38.813333,86,136.411667,412440514,Fu Yuan Yu Yun 67,15-NotDefined,3.5E+15,Fujian Shihai Fishery Co Ltd,Fujian Shihai Fishery Co Ltd,Unknown,"Fuzhou, Fujian",Propeller : Fixed Pitch,null,null,null,10,S,In Service/Commission,Fish Carrier,"""2022-11-11T04:53:15.000Z""",1668142395,52-Tug,null,0,null
21,6,12,Rigas Buvetava,3YDL,5-Reserved,null,322.9,Norway,1400,Fishfarms,null,5.2,11110730,null,Norway,1318,213,9579652,FAUSKE,67.295372,62,14.389383,259085000,Novatrans,0-Underway(Engine),null,Norsk Fisketransport AS,NTS ASA,Unknown,Sandnessjoen                          ,Propeller : Controllable Pitch,425908515,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:38:43.000Z""",1668184723,7-Cargo,30/09/2010,14,SH
100,15,18,Hakodate Dock - Hakodate,3EHA6,0-AllShips,China Classification Society,301.2,Panama,6538,Shidao_cn,7.317,6.1,2200200,null,Panama,4939,0,8710132,TARAWA ATOLL,36.88245,125,122.445113,354716000,Shun Hang Leng 1,5-Moored,18357PEXT4,East Maritime Services Co Ltd,  Unknown,Unknown,Panama,Propeller : Fixed Pitch,1332651,KAFU,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T08:39:10.000Z""",1668155950,7-Cargo,14/10/1987,17,null
9,2,4,Bender Welding & Machine Co,WDC3923,0-AllShips,null,159.5,United States of America,null,Seattle. Wa,null,3.9,8311300,null,United States Of America,154,174,7203120,KETCHIKAN,47.658887,24,-122.381612,367016340,Yankee Clipper,5-Moored,524422,Yankee Clipper,  Unknown,Unknown,"Seattle, WA",Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fishing Vessel,"""2022-11-11T16:34:40.000Z""",1668184480,30-Fishing,null,0,SH
40,1,8,Honda Saiki,E6LK2,0-AllShips,New United Marine Services Ltd,92.9,Hong Kong,450,Hkg/lahad.datu,3.25,4.5,11160930,null,Niue,299,90,8904599,HONG KONG,22.111165,48,114.310508,542350110,Ocean King,0-Underway(Engine),N-15621889,Ocean Rich Shipping Ltd,Sun Tat Marine Products Co Ltd,Unknown,Alofi,Propeller : Fixed Pitch,null,null,null,7.7,S,In Service/Commission,Fish Carrier,"""2022-11-09T17:12:18.000Z""",1668013938,7-Cargo,08/07/1989,12,SH
135,10,24,Danyard A/S,C6KD7,9-NoInfo,Registro Italiano Navale,-1,Cyprus,14178,Ru Led,10.015,8.5,11072300,null,Bahamas,13049,31,9015204,SANKT-PETERBURG,59.907763,159,30.223267,308121000,Beluga Reefer,5-Moored,720423,Acheon Akti Navigation Co Ltd,Acheon Akti Navigation Co Ltd,Unknown,Nassau                                ,Propeller : Fixed Pitch,1104752,BELG,null,0.2,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:25:52.000Z""",1668183952,7-Cargo,03/11/1991,22,null
0,0,0,null,YB 3597,0-AllShips,null,209.5,null,null,,null,0,0,null,null,null,209.5,0,PULAU BUKOM,1.10386,0,103.695413,525010024,Km Amanah Ii,15-NotDefined,null,null,null,null,null,null,null,null,null,7.4,null,null,null,"""2022-11-10T08:55:25.000Z""",1668070525,7-Cargo,null,null,null
25,3,6,Rongcheng Haida Shipbuilding,BBFB7,5-Reserved,null,26.4,China,null,,2.6,0,0,null,"China, People's Republic Of",178,26.4,0,WENZHOU,36.883225,34,122.446303,412706281,Lurongshui125,15-NotDefined,null,Rongcheng Xinlong Aquatic,  Unknown,Unknown,"Shidao, Shandong","Propeller : Yes, Type Unknown",null,null,null,0.2,S,In Service/Commission,Fish Carrier,"""2021-05-13T23:50:53.000Z""",1620949853,7-Cargo,null,0,SH
86,5,16,Miyoshi Shipbuilding Co Ltd,UBIF,5-Reserved,Russian Maritime Register,6.8,Russia,4320,Bering Sea,6.44,6.6,11091400,null,Russia,4192,63,8220096,PETROPAVLOVSK,60.294133,115,166.216417,273417300,Kam Star,0-Underway(Engine),null,Kamrei OOO,Marlen Ltd,Unknown,Petropavlovsk-Kamchatskiy,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T15:32:55.000Z""",1668180775,7-Cargo,31/01/1983,16.5,null
103,7,14,null,V2HM8,0-AllShips,null,6.4,null,null,Kartal Anch.,null,4.7,7281200,null,null,null,98,9155913,DERINCE BURNU,40.85555,112,29.173743,304135000,Brigitte M,1-AtAnchor,null,null,null,null,null,null,null,null,null,0.3,null,null,null,"""2022-07-30T08:18:34.000Z""",1659169114,7-Cargo,null,null,null
null,null,null,null,null,null,null,276.6,null,null,null,null,null,null,null,null,null,227,null,null,69.258087,null,13.157162,636013070,null,0-Underway(Engine),null,null,null,null,null,null,null,null,null,10.1,null,null,null,"""2021-11-02T13:55:49.000Z""",1635861349,null,null,null,null
54,6,13,null,BAPI,0-AllShips,null,215.4,null,null,Shidao/cn,null,0,10270600,null,null,null,276.7,0,PUSAN,36.88671,84,122.438738,412203740,Tai Xiang,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-11-06T08:49:31.000Z""",1636188571,7-Cargo,null,null,null
164,16,32,Tsuneishi Heavy Inds Cebu,3FCX6,0-AllShips,Nippon Kaiji Kyokai,120,China,52380,Buena Ventura,12.024,9.9,11141200,null,Panama,30053,120,9223992,PUERTO COLON,17.771667,190,-103.555,353876000,Xin Hai Tong 15,0-Underway(Engine),5062819,Hai Dong International Shpg Co,Fujian Highton Development Co,West of England,Panama,Propeller : Fixed Pitch,null,null,Bulk Carrier,11,S,In Service/Commission,Bulk Carrier,"""2022-11-08T10:45:38.000Z""",1667904338,7-Cargo,06/09/2001,14.5,DBE
16,0,0,Kirova - Khabarovsk - USR,UCXC,0-AllShips,null,305,Russia,529,Busan,4.46,3,0,null,Russia,683,305,8835968,PUSAN,35.099923,16,129.060685,273844500,Caesar,5-Moored,null,Dominant LLC,Dominant LLC,Unknown,Kholmsk,Propeller : Fixed Pitch,null,null,null,0.1,S,In Service/Commission,Fish Carrier,"""2022-09-19T22:51:19.000Z""",1663627879,30-Fishing,null,11.3,SH
